Type,Collisions
Names,States,Time Spent,Number Of Collisions,List Size
IndividualBP_C_5,Fast Buy,0:26,9,4
Duration,3:35
IndividualBP_C_1,Fast Buy,0:36,4,5
Duration,3:35
IndividualBP_C_0,Fast Buy,0:38,2,7
Duration,3:35
IndividualBP_C_3,Fast Buy,0:41,12,9
Duration,3:35
IndividualBP_C_2,Explore,0:42,8,7
Duration,3:35
IndividualBP_C_4,Fast Buy,0:47,7,10
Duration,3:35
IndividualBP_C_6,Fast Buy,0:50,7,8
Duration,3:35
IndividualBP_C_9,Fast Buy,0:30,9,2
Duration,3:35
IndividualBP_C_13,Fast Buy,0:21,3,1
Duration,3:35
IndividualBP_C_8,Explore,0:54,22,10
Duration,3:35
IndividualBP_C_7,Explore,1:3,11,7
Duration,3:35
IndividualBP_C_12,Explore,0:36,6,4
Duration,3:35
IndividualBP_C_18,Fast Buy,0:18,11,1
Duration,3:35
IndividualBP_C_17,Fast Buy,0:24,12,3
Duration,3:35
IndividualBP_C_15,Fast Buy,0:42,6,6
Duration,3:35
IndividualBP_C_16,Explore,0:40,8,2
Duration,3:35
IndividualBP_C_14,Fast Buy,0:50,15,10
Duration,3:35
IndividualBP_C_11,Fast Buy,1:0,7,10
Duration,3:35
IndividualBP_C_21,Fast Buy,0:24,16,1
Duration,3:35
IndividualBP_C_19,Fast Buy,0:37,6,4
Duration,3:35
IndividualBP_C_22,Explore,0:27,2,5
Duration,3:35
IndividualBP_C_26,Fast Buy,0:9,1,1
Duration,3:35
IndividualBP_C_24,Fast Buy,0:24,8,5
Duration,3:35
IndividualBP_C_23,Fast Buy,0:30,3,7
Duration,3:35
IndividualBP_C_25,Explore,0:18,3,6
Duration,3:35
IndividualBP_C_30,Fast Buy,0:11,2,2
Duration,3:35
IndividualBP_C_29,Explore,0:16,2,3
Duration,3:35
IndividualBP_C_28,Explore,0:25,11,10
Duration,3:35
IndividualBP_C_31,Fast Buy,0:19,6,7
Duration,3:35
IndividualBP_C_32,Fast Buy,0:25,2,7
Duration,3:35
IndividualBP_C_35,Explore,0:21,5,1
Duration,3:35
IndividualBP_C_34,Fast Buy,0:25,3,7
Duration,3:35
IndividualBP_C_37,Explore,0:33,4,9
Duration,3:35
IndividualBP_C_36,Fast Buy,0:43,5,9
Duration,3:35
IndividualBP_C_40,Fast Buy,0:27,3,2
Duration,3:35
IndividualBP_C_38,Explore,0:44,9,4
Duration,3:35
IndividualBP_C_41,Fast Buy,0:18,5,2
Duration,3:35
IndividualBP_C_42,Fast Buy,0:14,2,1
Duration,3:35
IndividualBP_C_39,Fast Buy,0:42,5,9
Duration,3:35
IndividualBP_C_43,Fast Buy,0:17,1,3
Duration,3:35
